sample_id,assay_value,qc_metric,instrument_temp,patient_delta
0,104.96714153011233,-0.42375968202270325,36.66075263475639,-0.7171160822946454
1,98.61735698828815,-0.45341410838385404,36.847250268473175,-0.1632795187015497
2,106.47688538100692,-1.795643172630015,36.70130946947743,0.32147439293790836
3,115.23029856408026,-0.3300901917014373,37.05520902347306,4.7343073082309
4,97.65846625276664,0.732829081821745,37.59858926573096,-3.736086542433718
5,97.6586304305082,-1.2742321190767951,36.614478921429395,-4.231734957563299
6,115.79212815507391,1.0484826510505925,37.50041024888421,6.1830987107148765
7,107.67434729152909,0.4877748210843382,36.60916396382655,-2.313223709406491
8,95.30525614065049,-0.7342333219710379,36.576186393751556,-6.315176767885331
9,105.42560043585965,-0.14152963733784743,37.409297309171606,-2.42564971049935
10,95.36582307187538,1.598321807641033,37.46096818900381,-1.650263676220004
11,95.34270246429743,0.7335478135058658,37.425704968381325,7.7748136386288245
12,102.41962271566034,0.008783654898147817,36.34210129589093,4.624131061883686
13,80.86719755342202,-0.2376833169609843,36.76702451096398,5.737603083161211
14,82.75082167486967,0.07660907045165961,37.41149429600166,4.099868211733931
15,94.37712470759027,-0.5117635579423034,37.02077092028195,4.73121835807657
16,89.87168879665576,-2.1047495057190146,36.46315357690127,-3.4404106329015907
17,103.14247332595274,2.042177910534731,37.22915896956272,-0.9930107767674218
18,90.91975924478788,0.15532499919940146,36.642596370504265,-4.949576565117744
19,85.87696298664709,0.3981472651225371,37.89726242419611,-1.0524401526851668
20,114.65648768921554,-0.05790774987690872,37.77242073120913,3.420524954673705
21,97.74223699513465,-0.735116800724588,37.30204871317778,0.672916424061234
22,100.67528204687923,-0.18592448094877073,37.68050335238489,6.557404094801475
23,85.75251813786544,-1.5993947621943112,37.03239567506169,-5.707078961136096
24,94.55617275474818,2.2770864980533045,37.38271874718751,2.5011917534911987
25,101.10922589709867,-1.234511998422396,37.73886014765104,-6.241514009346591
26,88.49006422577698,-1.0319662838471795,37.12274934089716,0.4708823458682114
27,103.75698018345672,-0.4402592043864004,36.87240641424286,3.701667112782394
28,93.99361310081196,1.2880757248523775,36.14768902091144,-1.072512834121096
29,97.08306250206724,0.014508999262654136,36.95843323713925,2.7556330204347796
30,93.98293387770603,-1.2361357960304624,37.41171159228116,-4.79866167416467
31,118.52278184508938,1.2543383607573395,37.472816713783814,-8.318449890981915
32,99.86502775262066,0.7310006267854814,37.2521825328592,2.7851481124390154
33,89.422890710441,0.5384349572164524,36.72935045251888,8.720051170378664
34,108.22544912103189,0.7157342411708404,36.01158921552621,-4.98022470084946
35,87.79156350028978,2.394361900582451,36.75239245099763,6.110970900533976
